Nlihc_id,Status,Subsidized,Cat_Expiring,Cat_Failing_Insp,Proj_Name,Proj_Addre,Proj_City,Proj_ST,Proj_Zip,Proj_Units_Tot,Proj_Units_Assist_Min,Proj_Units_Assist_Max,Hud_Own_Effect_dt,Hud_Own_Name,Hud_Own_Type,Hud_Mgr_Name,Hud_Mgr_Type,Subsidy_Start_First,Subsidy_Start_Last,Subsidy_End_First,Subsidy_End_Last,Ward2012,PBCA,Anc2012,Psa2012,Geo2010,Cluster_tr2000,Cluster_tr2000_name,Zip,Proj_image_url,Proj_streetview_url,Proj_address_id,Proj_x,Proj_y,Proj_lat,Proj_lon,Bldg_count,Update_Dtm,Subsidy_info_source_property,contract_number,Nlihc_id,Category_Code,Cat_At_Risk,Cat_More_Info,Cat_Lost,Cat_Replaced
NL000162,Active,Yes,No,No,Horizon House,1150 12th Street NW,Washington,DC,20005,105,105,105,,,Individual,,Individual,,,,,Ward 2,No,ANC 2F,PSA 307,Tract 50.02,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20005,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90519886,-77.02829951&cbp=11,284.199515126745,,0,2.09",278887,397545.37,137482.76,38.90519886,-77.02829951,1,03SEP15:17:34:41,,,NL000162,5 - Other Subsidized Property,No,No,No,No
NL000163,Active,Yes,No,No,Howard Hill Apts,1341 Howard Road SE,Washington,DC,20020,43,43,45,,Cpd,,,Individual,07/31/1995,11/01/2005,07/31/2000,11/01/2045,Ward 8,No,ANC 8A,PSA 703,Tract 74.07,Cluster 37,"Sheridan, Barry Farm, Buena Vista",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041007/M7121111.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86014919,-76.9920584&cbp=11,230.009467601325,,0,2.09",66618,400689.27,132481.55,38.86014919,-76.9920584,1,03SEP15:17:34:41,,,NL000163,5 - Other Subsidized Property,No,No,No,No
NL000164,Active,Yes,Yes,No,Huntington Village,3526 Stanton Road SE,Washington,DC,20020,204,202,204,01/30/2006,Hunter Pines Limited Partnership,Profit motivated,William C Smith & Co Inc,Profit motivated,11/01/2001,01/26/2006,11/30/2022,01/26/2036,Ward 8,No,ANC 8B,PSA 704,Tract 74.09,Cluster 38,"Douglas, Shipley Terrace",ZIP 20020,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.84396007,-76.97864374&cbp=11,78.5741507879516,,0,2.09",299292,401853.98,130684.63,38.84396007,-76.97864374,1,03FEB16:14:05:12,,DC390005015,NL000164,5 - Other Subsidized Property,No,No,No,No
NL000166,Active,Yes,Yes,No,Huntwood Apts (Huntwood Courts),5000 Hunt Street NE,Washington,DC,20019,214,214,214,,Huntwood Preservation LLC / M Terry Green,,,Individual,01/01/2002,09/01/2002,09/01/2017,01/01/2032,Ward 7,No,ANC 7C,PSA 608,Tract 78.09,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040714/DE071645.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90149006,-76.93001179&cbp=11,152.314159468536,,0,2.09",150874,406070.92,137073,38.90149006,-76.93001179,1,01MAR16:15:34:26,0000006830,,NL000166,5 - Other Subsidized Property,No,No,No,No
NL000169,Active,Yes,Yes,No,Independence Place (So Other Might Eat),2800 N Street SE,Washington,DC,20019,21,21,21,,So Others Might Eat (SOME),,,Individual,02/01/2005,02/01/2005,02/01/2045,02/01/2045,Ward 7,No,ANC 7B,PSA 605,Tract 77.09,Cluster 34,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8749619,-76.96727326&cbp=11,199.625181749305,,0,2.09",44694,402839.84,134126.35,38.8749619,-76.96727326,1,03SEP15:17:34:41,,,NL000169,5 - Other Subsidized Property,No,No,No,No
NL000170,Active,Yes,Yes,No,Ivy City Apts,1050 Mount Olivet Road NE,Washington,DC,20002,60,60,60,06/01/1984,Ivy City Limited Partnership,Profit motivated,Horning Brothers,Profit motivated,12/14/1983,12/01/2006,10/31/2026,11/01/2036,Ward 5,Yes,ANC 5D,PSA 505,Tract 88.03,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91174519,-76.98749884&cbp=11,254.484493269035,,0,2.09",298305,401084.22,138209.15,38.91174519,-76.98749884,1,01MAR16:15:34:26,0000001428,DC390016002,NL000170,5 - Other Subsidized Property,No,No,No,No
NL000171,Active,Yes,Yes,No,J.W. King Seniors Ctr,4638 H Street SE,Washington,DC,20019,74,74,74,,First Rock Baptist Cdc,,,Individual,11/04/2005,01/01/2006,11/04/2020,11/04/2045,Ward 7,No,ANC 7E,PSA 604,Tract 77.07,Cluster 33,"Capitol View, Marshall Heights, Benning Heights",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.8788665,-76.93274922&cbp=11,17.3292463791725,,0,2.09",300715,405835.32,134561.43,38.8788665,-76.93274922,1,01MAR16:15:34:26,0000003625,,NL000171,5 - Other Subsidized Property,No,No,No,No
NL000173,Active,Yes,No,No,James Apts,1425 N Street NW,Washington,DC,20005,141,141,141,,,Individual,,Individual,,,,,Ward 2,No,ANC 2F,PSA 208,Tract 52.01,Cluster 7,"Shaw, Logan Circle",ZIP 20005,http://citizenatlas.dc.gov/mobilevideo/20040908/Q8075156.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90750049,-77.03309689&cbp=11,358.046799925989,,0,2.09",240239,397129.35,137738.4,38.90750049,-77.03309689,1,03SEP15:17:34:41,,,NL000173,5 - Other Subsidized Property,No,No,No,No
NL000174,Active,Yes,No,No,James Creek,1265 Half Street SW,Washington,DC,20024,239,239,239,,,Individual,,Individual,,,,,Ward 6,No,ANC 6D,PSA 105,Tract 64,Cluster 9,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",ZIP 20024,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.87478581,-77.01086114&cbp=11,69.6112053055629,,0,2.09",156174,399057.53,134106.35,38.87478581,-77.01086114,1,03SEP15:17:34:41,,,NL000174,5 - Other Subsidized Property,No,No,No,No
NL000175,Active,Yes,Yes,No,Johnson Towers,1325 Upshur Street NW,Washington,DC,20011,55,55,55,09/29/1989,Sr Citizens Housing Development Corp of Washington,Non-profit,Elderly Housing Dev And OPer Corp,Non-profit,05/16/1991,12/10/2010,05/15/2031,01/01/2046,Ward 4,Yes,ANC 4C,PSA 404,Tract 25.01,Cluster 18,"Brightwood Park, Crestwood, Petworth",ZIP 20011,http://citizenatlas.dc.gov/mobilevideo/20040728/MS105217.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.94227908,-77.0311425&cbp=11,357.876703497481,,0,2.09",259629,397300.18,141599.06,38.94227908,-77.0311425,1,01MAR16:15:34:26,0000020333,DC39T861001,NL000175,5 - Other Subsidized Property,No,No,No,No
NL000176,Active,Yes,Yes,No,Jubilee Housing Renovation,1630 Fuller Street NW,Washington,DC,20009,118,118,118,,Jubilee Housing Limited Partnership,,,Individual,02/01/2006,01/01/2008,01/01/2038,02/01/2046,Ward 1,No,ANC 1C,PSA 303,Tract 38,Cluster 1,"Kalorama Heights, Adams Morgan, Lanier Heights",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20040922/DM120000.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92459067,-77.0380565&cbp=11,153.090687661432,,0,2.09",235861,396699.97,139635.72,38.92459067,-77.0380565,1,03SEP15:17:34:41,,,NL000176,5 - Other Subsidized Property,No,No,No,No
NL000177,Active,Yes,No,No,Judiciary House,461 H Street NW,Washington,DC,20001,271,271,271,,,Individual,,Individual,,,,,Ward 2,No,ANC 2C,PSA 102,Tract 59,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040904/E4120144.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90002434,-77.01797603&cbp=11,1.28990967561088,,0,2.09",237585,398440.69,136908.12,38.90002434,-77.01797603,1,03SEP15:17:34:41,,,NL000177,5 - Other Subsidized Property,No,No,No,No
NL000178,Active,Yes,No,No,Kelly Miller,2101 4th Street NW; 2103 4th Street NW; 2105 4th Street NW; others,Washington,DC,20001,160,160,160,,,Individual,,Individual,,,,,Ward 1,No,ANC 1B,PSA 306,Tract 34,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040802/O2090044.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91882212,-77.01755504&cbp=11,144.065817958944,,0,2.09",284166,398479.695,138977.82625,38.918669035,-77.01753096,8,03SEP15:17:34:41,,,NL000178,5 - Other Subsidized Property,No,No,No,No
NL000179,Active,Yes,Yes,No,Kelsey Gardens,700 Q Street NW,Washington,DC,20001,54,54,54,,Deliverance Church Of God In Christ Hsg Corp,Non-profit,Hai Management Inc.,Profit motivated,12/01/1976,12/01/1976,11/01/2016,11/01/2016,Ward 6,No,ANC 6E,PSA 308,Tract 49.01,Cluster 7,"Shaw, Logan Circle",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9109021,-77.02216795&cbp=11,270.947251344183,,0,2.09",279886,398077.36,138115.72,38.9109021,-77.02216795,1,03SEP15:17:34:41,,,NL000179,2 - Expiring Subsidy,No,No,No,No
NL000180,Active,Yes,Yes,No,Kenilworth Avenue Apts,800 Kenilworth Avenue NE,Washington,DC,20019,170,172,172,,Kenilworth Avenue Apartments LLC,,,Individual,01/01/2006,01/01/2006,01/01/2036,01/01/2036,Ward 7,No,ANC 7D,PSA 601,Tract 96.02,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",ZIP 20019,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90123781,-76.94574358&cbp=11,330.765248163521,,0,2.09",301198,404706.33,137044.07,38.90123781,-76.94574358,1,03SEP15:17:34:41,,,NL000180,5 - Other Subsidized Property,No,No,No,No
NL000181,Active,Yes,No,No,Kenilworth Courts,4500 Quarles Street NE,Washington,DC,20019,290,290,290,,,Individual,,Individual,,,,,Ward 7,No,ANC 7D,PSA 601,Tract 96.01,Cluster 29,"Eastland Gardens, Kenilworth",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040712/OC082222.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91223813,-76.9365279&cbp=11,26.7977598992692,,0,2.09",20614,405504.87,138265.71,38.91223813,-76.9365279,1,03SEP15:17:34:41,,,NL000181,4 - More Info Needed,No,Yes,No,No
NL000183,Active,Yes,Yes,No,Kennedy Institute,4815 Chesapeake Street NW,Washington,DC,20016,15,15,15,08/09/1996,Kennedy Institute Housing Corporation,Non-profit,First Priority Management,Profit motivated,03/01/1997,03/01/1997,02/28/2017,02/28/2017,Ward 3,No,ANC 3E,PSA 202,Tract 10.01,Cluster 11,"Friendship Heights, American University Park, Tenleytown",ZIP 20016,http://citizenatlas.dc.gov/mobilevideo/20040725/OP131230.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95120433,-77.09525564&cbp=11,8.24387668563318,,0,2.09",269434,391743.09,142593.69,38.95120433,-77.09525564,1,03FEB16:14:05:12,,MD39Q941003,NL000183,5 - Other Subsidized Property,No,No,No,No
NL000184,Active,Yes,No,No,Kentucky Courts,340 13th Street SE,Washington,DC,20003,118,118,118,,Dcha,,,Individual,,,,,Ward 6,No,ANC 6B,PSA 108,Tract 69,Cluster 26,"Capitol Hill, Lincoln Park",ZIP 20003,http://citizenatlas.dc.gov/mobilevideo/20040921/ML135038.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.88443136,-76.98809017&cbp=11,83.2754209199888,,0,2.09",150698,401033.33,135177.09,38.88443136,-76.98809017,1,03SEP15:17:34:41,,,NL000184,5 - Other Subsidized Property,No,No,No,No
NL000185,Active,Yes,Yes,No,Kenyon Apts,1372 Kenyon Street NW,Washington,DC,20010,18,18,18,11/30/1983,Kenyon Street Yes We Can Cooperative Inc.,Non-profit,"CIH Properties, Inc",Profit motivated,06/10/2008,06/10/2008,09/09/2025,09/09/2025,Ward 1,Yes,ANC 1A,PSA 302,Tract 30,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20040912/DC090415.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92936559,-77.03184037&cbp=11,175.553297786398,,0,2.09",231365,397239.18,140165.57,38.92936559,-77.03184037,1,03FEB16:14:05:12,,DC39H001009,NL000185,5 - Other Subsidized Property,No,No,No,No
NL000186,Active,Yes,No,No,King Towers,1220 12th Street NW,Washington,DC,20005,129,25,25,08/18/2010,"King Housing, LLC",Profit motivated,Edgewood Management Corporation,Profit motivated,09/01/2007,09/01/2007,08/31/2030,08/31/2030,Ward 2,Yes,ANC 2F,PSA 307,Tract 50.02,Cluster 7,"Shaw, Logan Circle",ZIP 20005,http://citizenatlas.dc.gov/mobilevideo/20040912/QC070928.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90627252,-77.02846042&cbp=11,275.11910611695,,0,2.09",240913,397531.45,137601.95,38.90627252,-77.02846042,1,01MAR16:15:34:26,0000011443,DC39M000026,NL000186,5 - Other Subsidized Property,No,No,No,No
NL000188,Active,Yes,No,No,Knox Hill Senior,2700 Jasper Street SE,Washington,DC,20020,122,122,122,,,Individual,,Individual,,,,,Ward 8,No,ANC 8B,PSA 702,Tract 75.02,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20041012/MC085216.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.85226194,-76.96920978&cbp=11,232.102427723774,,0,2.09",278227,402672.65,131606.43,38.85226194,-76.96920978,1,03SEP15:17:34:41,,,NL000188,5 - Other Subsidized Property,No,No,No,No
NL000190,Active,Yes,Yes,No,Langston Lane,2732 Langston Place SE,Washington,DC,20020,117,117,117,09/28/2007,Langston Lane Limited Partnership,Profit motivated,Equity Management II LLC,Profit motivated,01/01/2008,01/01/2009,12/31/2028,01/01/2039,Ward 8,Yes,ANC 8B,PSA 702,Tract 74.08,Cluster 36,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",ZIP 20020,,,298593,402410.27,131981,38.85563699,-76.97223121,1,03FEB16:14:05:12,,DC39K100004,NL000190,5 - Other Subsidized Property,No,No,No,No
NL000191,Active,Yes,No,No,Langston Terrace & Addition,2101 G Street NE,Washington,DC,20002,308,308,308,,,Individual,,Individual,,,,,Ward 5,No,ANC 5D,PSA 507,Tract 89.04,Cluster 23,"Ivy City, Arboretum, Trinidad, Carver Langston",ZIP 20002,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89879372,-76.97395445&cbp=11,159.376056904771,,0,2.09",290580,402259.33,136771.68,38.89879372,-76.97395445,1,03SEP15:17:34:41,,,NL000191,5 - Other Subsidized Property,No,No,No,No
NL000192,Active,Yes,No,No,Ledroit Apts,2125 4th Street NW,Washington,DC,20001,124,124,124,,DC Housing Authority,,,Individual,,,,,Ward 1,No,ANC 1B,PSA 306,Tract 34,Cluster 3,"Howard University, Le Droit Park, Cardozo/Shaw",ZIP 20001,http://citizenatlas.dc.gov/mobilevideo/20040802/O2085803.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.9192213,-77.01740338&cbp=11,166.567018753275,,0,2.09",284228,398490.77,139039.13,38.9192213,-77.01740338,1,03SEP15:17:34:41,,,NL000192,5 - Other Subsidized Property,No,No,No,No
NL000193,Active,Yes,No,No,Lincoln Heights,400 50th Street NE,Washington,DC,20019,440,440,440,,DC Housing Authority,,,Individual,,,,,Ward 7,No,ANC 7C,PSA 602,Tract 78.04,Cluster 31,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",ZIP 20019,http://citizenatlas.dc.gov/mobilevideo/20040721/DL083650.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.89529708,-76.93000842&cbp=11,246.633575370331,,0,2.09",28532,406071.74,136385.53,38.89529708,-76.93000842,1,03SEP15:17:34:41,,,NL000193,5 - Other Subsidized Property,No,No,No,No
NL000194,Active,Yes,No,No,Lincoln Road,11 R Street NE,Washington,DC,20002,20,20,20,,,Individual,,Individual,,,,,Ward 5,No,ANC 5E,PSA 502,Tract 87.01,Cluster 21,"Edgewood, Bloomingdale, Truxton Circle, Eckington",ZIP 20002,http://citizenatlas.dc.gov/mobilevideo/20040809/Q9074140.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91237839,-77.00840367&cbp=11,115.322956158854,,0,2.09",74509,399271.16,138279.4,38.91237839,-77.00840367,1,03SEP15:17:34:41,,,NL000194,5 - Other Subsidized Property,No,No,No,No
NL000195,Active,Yes,Yes,No,Lincoln Westmoreland I,1730 7th Street NW,Washington,DC,20001,108,108,108,04/06/1971,New Lincoln Westmoreland LLC,Profit motivated,"Charles Tini & Associates, LLC",Profit motivated,08/01/2007,08/01/2007,12/31/2033,12/01/2049,Ward 6,Yes,ANC 6E,PSA 308,Tract 49.01,Cluster 7,"Shaw, Logan Circle",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91345191,-77.02217728&cbp=11,263.654239323676,,0,2.09",279356,398076.62,138398.77,38.91345191,-77.02217728,1,01MAR16:15:34:26,0000000026,DC39M000035,NL000195,5 - Other Subsidized Property,No,No,No,No
NL000196,Inactive,No,No,No,Lincoln Westmoreland II,1711 8th Street NW,Washington,DC,20001,122,N,N,11/15/1978,"Lincoln-Westmoreland II, LP/Mid-City Urban",Profit motivated,Edgewood Management Corporation,Profit motivated,N,N,N,N,Ward 6,Yes,ANC 6E,PSA 308,Tract 49.01,Cluster 7,"Shaw, Logan Circle",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.91365325,-77.02263913&cbp=11,94.3502731398981,,0,2.09",279317,398036.57,138421.13,38.91365325,-77.02263913,1,03SEP15:17:34:41,,DC390001016,NL000196,6 - Lost Rental,No,No,Yes,No
NL000197,Active,Yes,Yes,No,Worthington Woods Apts (Livingston Manor),4419 3rd Street SE,Washington,DC,20032,392,392,392,,Livingston Manor Lp,,,Individual,01/01/2002,01/01/2002,01/01/2032,01/01/2032,Ward 8,No,ANC 8D,PSA 708,Tract 98.10,Cluster 39,"Congress Heights, Bellevue, Washington Highlands",ZIP 20032,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.82541504,-77.00184224&cbp=11,249.981134635749,,0,2.09",295411,399840.03,128625.79,38.82541504,-77.00184224,1,03SEP15:17:34:41,,,NL000197,5 - Other Subsidized Property,No,No,No,No
NL000199,Inactive,No,No,No,Logan Circle Apartments,4 Logan Circle NW,Washington,DC,20005,124,124,124,,NHT-Enterprise & Hampstead Development Group,,,Individual,,,,,Ward 2,No,ANC 2F,PSA 307,Tract 50.01,Cluster 7,"Shaw, Logan Circle",ZIP 20005,http://citizenatlas.dc.gov/mobilevideo/20040823/QN112112.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90980416,-77.03059334&cbp=11,342.690026254907,,0,2.09",225960,397346.58,137994.05,38.90980416,-77.03059334,1,03SEP15:17:34:41,,,NL000199,6 - Lost Rental,No,No,Yes,No
NL000200,Active,Yes,Yes,No,Marigold Place,2635 12th Street NE,Washington,DC,20018,7,7,7,05/31/2000,"Marigold Place, Inc.",Non-profit,Building Futures Inc,Profit motivated,04/01/2001,04/01/2001,05/31/2016,05/31/2016,Ward 5,No,ANC 5B,PSA 504,Tract 93.02,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20018,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92420198,-76.99011745&cbp=11,72.8132904823276,,0,2.09",300454,400856.96,139591.93,38.92420198,-76.99011745,1,03FEB16:14:05:12,,DC39Q971001,NL000200,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000202,Active,Yes,No,No,Mayfair Mansions (Phase I),3724 B Hayes Street NE; 3724 Hayes Street NE; 3726 Hayes Street NE; others,Washington,DC,20019,569,569,569,07/28/2006,"Mayfair Mansions, LP",Limited dividend,Edgewood Management Corporation,Profit motivated,08/01/1974,07/01/2010,07/01/2014,06/01/2045,Ward 7,Yes,ANC 7D,PSA 601,Tract 96.02,Cluster 30,"Mayfair, Hillbrook, Mahaning Heights",ZIP 20019,,,306617,404413.16594,137244.165,38.903041857,-76.94912201,32,01MAR16:15:34:26,0000019020,DC39L000015,NL000202,5 - Other Subsidized Property,No,No,No,No
NL000204,Active,Yes,Yes,No,Meridian Manor Apts (Archbishop Rivera Y Damas),1424 Chapin Street NW,Washington,DC,20009,35,35,35,,Meridian Manor-Chapin St LP / Scott Kline,,,Individual,01/01/2002,01/01/2003,11/01/2017,10/01/2037,Ward 1,No,ANC 1B,PSA 304,Tract 37,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20009,http://citizenatlas.dc.gov/mobilevideo/20041003/M3082521.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92128499,-77.03328387&cbp=11,169.422161616676,,0,2.09",234161,397113.69,139268.6,38.92128499,-77.03328387,1,01MAR16:15:34:26,0000007026,,NL000204,5 - Other Subsidized Property,No,No,No,No
NL000205,Active,Yes,No,No,Montana Terrace,1625 Montana Avenue NE,Washington,DC,20018,65,65,65,,Dcha,,,Individual,,,,,Ward 5,No,ANC 5C,PSA 505,Tract 91.02,Cluster 22,"Brookland, Brentwood, Langdon",ZIP 20018,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.92100011,-76.98104391&cbp=11,218.349442833631,,0,2.09",290552,401643.84,139236.62,38.92100011,-76.98104391,1,03SEP15:17:34:41,,,NL000205,5 - Other Subsidized Property,No,No,No,No
NL000206,Active,Yes,Yes,No,Morris Road,1360 Morris Road SE,Washington,DC,20020,30,30,30,03/14/1985,Morris Road Limited Prnt.,Profit motivated,Horning Brothers,Profit motivated,06/01/2005,06/01/2005,05/31/2017,05/31/2017,Ward 8,Yes,ANC 8A,PSA 701,Tract 75.03,Cluster 28,Historic Anacostia,ZIP 20020,http://citizenatlas.dc.gov/mobilevideo/20040823/DN104109.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.86137967,-76.98899135&cbp=11,46.6620685629258,,0,2.09",149960,400955.45,132618.17,38.86137967,-76.98899135,1,03FEB16:14:05:12,,DC39K100006,NL000206,5 - Other Subsidized Property,No,No,No,No
NL000208,Active,Yes,Yes,No,Museum Square One Apts,401 K Street NW,Washington,DC,20001,302,302,302,08/29/1978,"Parcel One, Phase One Associates",Profit motivated,W. H. H. Trice & Co,Profit motivated,10/02/2007,10/02/2007,10/01/2015,11/01/2032,Ward 6,Yes,ANC 6E,PSA 102,Tract 47.01,Cluster 8,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",ZIP 20001,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90316767,-77.01645204&cbp=11,278.508037292793,,0,2.09",237561,398572.95,137257.03,38.90316767,-77.01645204,1,01MAR16:15:34:26,0000002430,DC398023002,NL000208,1 - At-Risk or Flagged for Follow-up,Yes,No,No,No
NL000209,Active,Yes,Yes,No,N Street Village (Eden House),1301 14th Street NW,Washington,DC,20005,94,94,94,,"N Street Village, Inc. / Steve Sharp",,,Individual,01/01/1996,01/01/1996,01/01/2026,01/01/2026,Ward 2,No,ANC 2F,PSA 307,Tract 50.02,Cluster 7,"Shaw, Logan Circle",ZIP 20005,http://citizenatlas.dc.gov/mobilevideo/20040815/QF131142.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.90758771,-77.03172527&cbp=11,78.6804032381436,,0,2.09",225359,397248.32,137748.04,38.90758771,-77.03172527,1,03SEP15:17:34:41,,,NL000209,4 - More Info Needed,No,Yes,No,No
NL000211,Active,Yes,Yes,No,Neighborhood Consejo,1622 Lamont Street NW,Washington,DC,20010,6,6,6,,Neighborhood Consejo,,,Individual,03/02/2006,03/02/2006,03/02/2046,03/02/2046,Ward 1,No,ANC 1D,PSA 408,Tract 27.02,Cluster 2,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",ZIP 20010,http://citizenatlas.dc.gov/mobilevideo/20041003/M3091529.jpg,"http://maps.google.com/maps?z=16&layer=c&cbll=38.93073862,-77.03763087&cbp=11,195.769071032349,,0,2.09",236403,396737.16,140318.18,38.93073862,-77.03763087,1,03SEP15:17:34:41,,,NL000211,5 - Other Subsidized Property,No,No,No,No
NL000215,Active,Yes,Yes,No,North Capitol at Plymouth (N. Capitol Plymouth Sr. Apts.),5233 North Capitol Street NE,Washington,DC,20011,68,68,68,08/13/2003,"North Capitol At Plymouth, Inc.",Non-profit,"Foundation Property Management, Inc.",Profit motivated,09/01/2004,02/01/2005,01/31/2016,09/01/2044,Ward 5,No,ANC 5A,PSA 405,Tract 95.08,Cluster 19,"Lamond Riggs, Queens Chapel, Fort Totten, Pleasant Hill",ZIP 20011,,"http://maps.google.com/maps?z=16&layer=c&cbll=38.95406808,-77.00866516&cbp=11,99.9346781567234,,0,2.09",298101,399248.92,142907.32,38.95406808,-77.00866516,1,03FEB16:14:05:12,,DC39S001001,NL000215,5 - Other Subsidized Property,No,No,No,No
